Incident ID;Title (Company);Description;Date of occurrence;Jurisdiction;LINDDUN categories;Data exposure score;Identification score;Data Sensitivity score;Threat Actor;Techniques Used;Data Protection State;Root Cause (Why);Asset Type;Source;has_personal_data;has_special_categories;has_credentials
hibp-2018-12-01-Dubsmash-dubsmash.com-Dubsmash;Dubsmash;In December 2018, the video messaging service Dubsmash suffered a data breach. The incident exposed 162 million unique email addresses alongside usernames and PBKDF2 password hashes. In 2019, the data appeared listed for sale on a dark web marketplace (along with several other large breaches) and subsequently began circulating more broadly.;01.12.18 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Strong;Unknown;Network;HIBP;1;0;1
hibp-2021-01-29-DucksUnlimited-ducks.org-Ducks Unlimited;DucksUnlimited;In mid-2021, Risk Based Security reported on a database sourced from Ducks Unlimited being traded online. The data dated back to January 2021 and contained 1.3M unique email addresses across both a membership list and a list of website users. Impacted data included names, phones numbers, physical addresses, dates of birth and passwords stored as unsalted MD5 hashes.;29.01.21 00:00;Non-EU;Linkability, Identifiability;0;2;0;Unknown;Unknown;Strong;Unknown;Software, Services, Systems;HIBP;1;0;1
hibp-2020-06-19-Dunzo-dunzo.com-Dunzo;Dunzo;In approximately June 2019, the Indian delivery service Dunzo suffered a data breach. Exposing 3.5 million unique email addresses, the Dunzo breach also included names, phone numbers and IP addresses which were all broadly distributed online via a hacking forum. The data was provided to HIBP by dehashed.com.;19.06.20 00:00;Non-EU;Linkability, Identifiability, Detectability;0;2;0;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2023-01-24-Duolingo-duolingo.com-Duolingo;Duolingo;In August 2023, 2.6M records of data scraped from Duolingo were broadly distributed on a popular hacking forum. Obtained by enumerating a vulnerable API, the data had earlier appeared for sale in January 2023 and contained email addresses, names, the languages being learned, XP (experience points), and other data related to learning progress on Duolingo. Whilst some of the data attributes are intentionally public, the ability to map private email addresses to them presents an ongoing risk to user privacy.;24.01.23 00:00;Non-EU;Linkability, Identifiability;0;1;0;Unknown;Unknown;Unknown;Unknown;Software, Services, Systems;HIBP;1;0;0
hibp-2023-06-20-Dymocks-dymocks.com.au-Dymocks;Dymocks;In September 2023, the Australian book retailer Dymocks announced a data breach. The data dated back to June 2023 and contained 1.2M records with 836k unique email addresses. The breach also exposed names, dates of birth, genders, phone numbers and physical addresses.;20.06.23 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2024-10-16-Earth2-earth2.io-Earth 2;Earth2;In October 2024, 421k unique email addresses from the virtual earth game Earth 2 were derived from embedded Gravatar images. Appearing alongside player usernames, the root cause was related to how Gravatar presents links to avatars as MD5 hashes within consuming services, a feature Earth 2 advised has now been disabled on their platform. This incident did not expose any further personal information, passwords or financial data.;16.10.24 00:00;Non-EU;Linkability, Identifiability;0;1;0;Unknown;Unknown;Weak;Unknown;Unknown;HIBP;1;0;1
hibp-2018-10-16-Eatigo-eatigo.com-Eatigo;Eatigo;In October 2018, the restaurant reservation service Eatigo suffered a data breach that exposed 2.8 million accounts. The data included email addresses, names, phone numbers, social media profiles, genders and passwords stored as unsalted MD5 hashes.;16.10.18 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Strong;Unknown;Network;HIBP;1;0;1
hibp-2019-05-03-EatStreet-eatstreet.com-EatStreet;EatStreet;In May 2019, the online food ordering service EatStreet suffered a data breach affecting 6.4 million customers. An extensive amount of personal data was obtained including names, phone numbers, addresses, partial credit card data and passwords stored as bcrypt hashes.;03.05.19 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Strong;Profit-Oriented;Network;HIBP;1;0;1
hibp-2021-07-01-ECCIE-eccie.net-ECCIE;ECCIE;In January 2021, the adult escort forum ECCIE suffered a data breach which was later posted to a popular hacking forum. The data included 536k user records with email and IP addresses, usernames, dates of birth and salted MD5 password hashes.;01.07.21 00:00;Non-EU;Linkability, Identifiability, Non-compliance;0;1;2;Extern (Intentional);Unknown;Strong;Unknown;Network;HIBP;1;0;1
hibp-2018-10-29-ElasticsearchSalesLeads--Elasticsearch Instance of Sales Leads on AWS;ElasticsearchSalesLeads;"In October 2018, security researcher Bob Diachenko identified multiple exposed databases with hundreds of millions of records. One of those datasets was an Elasticsearch instance on AWS containing sales lead data and 5.8M unique email addresses. The data contained information relating to individuals and the companies they worked for including their names, email addresses and company name and contact information. Despite best efforts, it was not possible to identify the owner of the data hence this breach as been titled ""Elasticsearch Sales Leads"".";29.10.18 00:00;Non-EU;Linkability, Identifiability;0;2;0;Unknown;Unknown;;Unknown;Software, Services, Systems;HIBP;1;0;0
hibp-2021-01-27-Emotet--Emotet;Emotet;In January 2021, the FBI in partnership with the Dutch NHTCU, German BKA and other international law enforcement agencies brought down the world's most dangerous malware: Emotet. The agencies obtained data collected by the malware and provided impacted email addresses to HIBP so that impacted individuals and domain owners could assess their exposure. Read more about the takedown and recommended actions.;27.01.21 00:00;Non-EU;Linkability;2;1;2;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2024-03-23-ECB-ecb.co.uk-England Cricket;ECB;In March 2024, English Cricket's icoachcricket website suffered a data breach that exposed over 40k records. The data included email addresses and passwords stored as either bcrypt hashes, salted MD5 hashes or both.;23.03.24 00:00;Non-EU;Linkability;0;1;0;Extern (Intentional);Unknown;Strong;Unknown;Network;HIBP;1;0;1
hibp-2022-04-15-EPal-epal.gg-E-Pal;EPal;In October 2022, the service dedicated to finding friends on Discord known as E-Pal disclosed a data breach. The compromised data included over 100k unique email addresses and usernames spanning approximately 1M orders. The data was subsequently distributed via a popular hacking forum.;15.04.22 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Drive-by Compromise;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2019-09-01-EpicBot-epicbot.com-EpicBot;EpicBot;In September 2019, the RuneScape bot provider EpicBot suffered a data breach that impacted 817k subscribers. Data from the breach was subsequently shared on a popular hacking forum and included usernames, email and IP addresses and passwords stored as either salted MD5 or bcrypt hashes. EpicBot did not respond when contacted about the incident.;01.09.19 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Unknown;Strong;Unknown;Network;HIBP;1;0;1
hibp-2021-09-13-Epik-epik.com-Epik;Epik;In September 2021, the domain registrar and web host Epik suffered a significant data breach, allegedly in retaliation for hosting alt-right websites. The breach exposed a huge volume of data not just of Epik customers, but also scraped WHOIS records belonging to individuals and organisations who were not Epik customers. The data included over 15 million unique email addresses (including anonymised versions for domain privacy), names, phone numbers, physical addresses, purchases and passwords stored in various formats.;13.09.21 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Drive-by Compromise;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2020-09-25-Eskimi-eskimi.com-Eskimi;Eskimi;In late 2020, the AdTech platform Eskimi suffered a data breach that exposed 26M records with 1.2M unique email addresses. The data included usernames, dates of birth, genders and passwords stored as unsalted MD5 hashes.;25.09.20 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Unknown;Strong;Unknown;Network;HIBP;1;0;1
hibp-2019-02-28-EstanteVirtual-estantevirtual.com.br-Estante Virtual;EstanteVirtual;In February 2019, the Brazilian book store Estante Virtual suffered a data breach that impacted 5.4M customers. The exposed data included names, usernames, email and physical addresses, phone numbers, dates of birth and unsalted SHA-1 password hashes.;28.02.19 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Weak;Unknown;Network;HIBP;1;0;1
hibp-2018-06-07-Estonia--Estonian Citizens (via Estonian Cybercrime Bureau);Estonia;In June 2018, the Cybercrime Bureau of the Estonian Central Criminal Police contacted HIBP and asked for assistance in making a data set of 655k email addresses searchable. The Estonian police suspected the email addresses and passwords they obtained were being used to access mailboxes, cryptocurrency exchanges, cloud service accounts and other similar online assets. They've requested that individuals who find themselves in the data set and also identify that cryptocurrency has been stolen contact them at cybercrime@politsei.ee.;07.06.18 00:00;Non-EU;Linkability;2;1;0;Extern (Intentional);Valid Accounts;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2025-11-13-Eurofiber-eurofiber.com-Eurofiber;Eurofiber;In November 2025, Eurofiber France disclosed a data breach of its ticket management platform. Data containing 10k unique email addresses and a smaller number of names and phone numbers was subsequently leaked. A threat actor claiming responsibility for the breach alleges to have additional, more sensitive data including screenshots, VPN configuration files, credentials, source code, certificates, archives, and SQL backup files.;13.11.25 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2019-08-11-EuropaJobs-europa.jobs-europa.jobs;EuropaJobs;In August 2019, the now defunct European jobs website europa.jobs (Google cache link) suffered a data breach. The incident exposed 226k unique email addresses alongside extensive personal information including names, dates of birth, job applications and passwords. The data was subsequently redistributed on a popular hacking forum.;11.08.19 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Challenge/Fun;Software, Services, Systems;HIBP;1;0;0
hibp-2019-03-23-EverybodyEdits-everybodyedits.com-Everybody Edits;EverybodyEdits;In March 2019, the multiplayer platform game Everybody Edits suffered a data breach. The incident exposed 871k unique email addresses alongside usernames and IP addresses. The data was subsequently distributed online across a collection of files.;23.03.19 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2018-06-01-Exactis-exactis.com-Exactis;Exactis;"In June 2018, the marketing firm Exactis inadvertently publicly leaked 340 million records of personal data. Security researcher Vinny Troia of Night Lion Security discovered the leak contained multiple terabytes of personal information spread across hundreds of separate fields including addresses, phone numbers, family structures and extensive profiling data. The data was collected as part of Exactis' service as a ""compiler and aggregator of premium business & consumer data"" which they then sell for profiling and marketing purposes. A small subset of the exposed fields were provided to Have I Been Pwned and contained 132 million unique email addresses.";01.06.18 00:00;Non-EU;Linkability, Identifiability;0;2;0;Unknown;Unknown;Unknown;Unknown;Software, Services, Systems;HIBP;1;0;0
hibp-2020-08-19-Experian2020--Experian (South Africa);Experian2020;In August 2020, Experian South Africa suffered a data breach which exposed the personal information of tens of millions of individuals. Only 1.3M of the records contained email addresses, whilst most contained government issued identity numbers, names, addresses, occupations and employers, amongst other person information.;19.08.20 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Unknown;Software, Services, Systems;HIBP;1;0;0
hibp-2024-08-15-ExploreTalentAug2024-exploretalent.com-Explore Talent (August 2024);ExploreTalentAug2024;In August 2024, a slew of security vulnerabilities were identified with a conglomerate of online services which included the talent network Explore Talent. A vulnerable API exposed the personal records of 11.4M users of the service of which 8.9M unique email addresses were provided to HIBP. This incident is separate to the Explore Talent breach which occurred in 2022 and was loaded into HIBP in July 2024.;15.08.24 00:00;Non-EU;No Label;0;1;0;Unknown;Unknown;Unknown;Unknown;Software, Services, Systems;HIBP;1;0;0
hibp-2022-02-28-ExploreTalent-exploretalent.com-Explore Talent (July 2024);ExploreTalent;In July 2024, a data breach attributed to Explore Talent was publicly posted to a popular hacking forum. Containing 5.7M rows with 5.4M unique email addresses, the incident has been described by various sources as occurring between early 2022 to 2023 and also contains names, phone numbers and physical addresses.;28.02.22 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2022-07-21-Exvagos-exvagos.org-Exvagos;Exvagos;In July 2022, the direct download website Exvagos suffered a data breach that was later redistributed as part of a larger corpus of data. The breach exposed 2.1M unique email addresses along with IP addresses, usernames, dates of birth and MD5 password hashes.;21.07.22 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Unknown;Weak;Unknown;Network;HIBP;1;0;0
hibp-2023-01-25-Eye4Fraud-eye4fraud.com-Eye4Fraud;Eye4Fraud;In February 2023, data alleged to have been taken from the fraud protection service Eye4Fraud was listed for sale on a popular hacking forum. Spanning tens of millions of rows with 16M unique email addresses, the data was spread across 147 tables totalling 65GB and included both direct users of the service and what appears to be individuals who'd placed orders on other services that implemented Eye4Fraud to protect their sales. The data included names and bcrypt password hashes for users, and names, phone numbers, physical addresses and partial credit card data (card type and last 4 digits) for orders placed using the service. Eye4Fraud did not respond to multiple attempts to report the incident.;25.01.23 00:00;Non-EU;Linkability, Identifiability;0;2;0;Unknown;Unknown;Strong;Profit-Oriented;Network;HIBP;1;0;0
hibp-2019-08-01-Facebook-facebook.com-Facebook;Facebook;"In April 2021, a large data set of over 500 million Facebook users was made freely available for download. Encompassing approximately 20% of Facebook's subscribers, the data was allegedly obtained by exploiting a vulnerability Facebook advises they rectified in August 2019. The primary value of the data is the association of phone numbers to identities; whilst each record included phone, only 2.5 million contained an email address. Most records contained names and genders with many also including dates of birth, location, relationship status and employer.";01.08.19 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2023-10-01-FacebookMarketplace-facebook.com-Facebook Marketplace;FacebookMarketplace;In February 2024, 200k Facebook Marketplace records allegedly obtained from a Meta contractor in October 2023 were posted to a popular hacking forum. The data contained 77k unique email addresses alongside names, phone numbers, Facebook profile IDs and geographic locations. The data also contained bcrypt password hashes, although there is no indication these belong to the corresponding Facebook accounts.;01.10.23 00:00;Non-EU;Linkability, Identifiability;0;2;0;Unknown;Unknown;Strong;Unknown;Network;HIBP;1;0;0
hibp-2024-03-02-FairVoteCanada-fairvote.ca-Fair Vote Canada;FairVoteCanada;"In March 2024, the Canadian national citizens' campaign for proportional representation Fair Vote Canada suffered a data breach. The incident was attributed to ""a well-meaning volunteer"" who inadvertently exposed data from 2020 which included 134k unique email addresses, names, physical addresses, phone numbers and, for some individuals, date and amount of a donation.";02.03.24 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;;Unknown;Network;HIBP;1;0;0
hibp-2020-10-08-Famm-famm.us-Famm;Famm;In late 2020, the Japanese family photos website Famm suffered a data breach that subsequently exposed 1.3M customer records, including 535k unique email addresses. Impacted data also included names, dates of birth, genders and passwords stored as SHA-256 hashes.;08.10.20 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Unknown;Strong;Unknown;Network;HIBP;1;0;1
hibp-2022-04-30-Fanpass-fanpass.co.uk-Fanpass;Fanpass;In April 2022, the UK based website for buying and selling soccer tickets Fanpass suffered a data breach which exposed 112k customer records. Impacted data includes names, phone numbers, physical addresses, purchase histories and salted password hashes.;30.04.22 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Weak;Unknown;Network;HIBP;1;0;0
hibp-2021-10-02-FantasyFootballHub-fantasyfootballhub.co.uk-Fantasy Football Hub;FantasyFootballHub;In October 2021, the fantasy premier league (soccer) website Fantasy Football Hub suffered a data breach that exposed 66 thousand unique email addresses. The data included names, usernames, IP addresses, transactions and passwords stored as WordPress MD5 hashes.;02.10.21 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Weak;Unknown;Network;HIBP;1;0;1
hibp-2018-07-09-WhiteRoom-fashionnexus.co.uk-Fashion Nexus;WhiteRoom;"In July 2018, UK-based ecommerce company Fashion Nexus suffered a data breach which exposed 1.4 million records. Multiple websites developed by sister company White Room Solutions were impacted in the breach amongst which were sites including Jaded London and AX Paris. The various sites exposed in the incident included a range of different data types including names, phone numbers, addresses and passwords stored as a mix of salted MD5 and SHA-1 as well as unsalted MD5 passwords. When asked by reporter Graham Cluley if a public statement on the incident was available, a one-word response of ""No"" was received.";09.07.18 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Strong;Unknown;Network;HIBP;1;0;1
hibp-2023-07-06-FFR-ffr.fr-Fédération Francaise de Rugby;FFR;In June 2023, the Fédération Francaise de Rugby (French Rugby Federation) suffered a data breach and attempted ransom. The breach exposed 282k unique email addresses along with names, dates of birth and phone numbers. The Federation subsequently published a disclosure notice and stated that the attack primarily affected email servers.;06.07.23 00:00;EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Profit-Oriented;Hardware;HIBP;1;0;0
hibp-2026-01-28-Figure-figure.com-Figure;Figure;In February 2026, data obtained from the fintech lending platform Figure was publicly posted online. The exposed data, dating back to January 2026, contained over 900k unique email addresses along with names, phone numbers, physical addresses and dates of birth. Figure confirmed the incident and attributed it to a social engineering attack in which an employee was tricked into providing access.;28.01.26 00:00;Non-EU;Linkability, Identifiability;0;2;0;Unknown;Phishing;;Unknown;Network;HIBP;1;0;0
hibp-2024-08-10-ChrisLeong-chrisleong.com-Chris Leong;ChrisLeong;"In August 2024, the website of Master Chris Leong ""a leading Tit Tar practitioner in Malaysia"" suffered a data breach. The incident exposed 27k unique email addresses along with names, physical addresses, dates of birth, genders, nationalities and in many cases, links to Facebook profiles. The company did not respond when contacted about the breach.";10.08.24 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2024-10-15-Finsure-finsure.com.au-Finsure;Finsure;In October 2024, almost 300k unique email addresses from Australian mortgage broking group Finsure were obtained from the ActivePipe real estate marketing platform. The impacted data also included names, phone numbers and physical addresses. The incident did not directly affect any of Finsure's systems or expose any passwords or financial data.;15.10.24 00:00;Non-EU;Linkability, Identifiability;0;2;0;Unknown;Unknown;Unknown;Unknown;Unknown;HIBP;1;0;0
hibp-2021-10-01-Fitmart-fitmart.de-Fitmart;Fitmart;"In October 2021, data from the German fitness supplies store Fitmart was obtained and later redistributed online. The data included 214k unique email addresses accompanied by plain text passwords, allegedly ""dehashed"" from the original stored version.";01.10.21 00:00;EU;Linkability;0;1;0;Unknown;Drive-by Compromise;;Unknown;Network;HIBP;1;0;1
hibp-2019-07-16-FlashFlashRevolution2019-flashflashrevolution.com-Flash Flash Revolution (2019 breach);FlashFlashRevolution2019;In July 2019, the music-based rhythm game Flash Flash Revolution suffered a data breach. The 2019 breach imapcted almost 1.9 million members and is in addition to the 2016 data breach of the same service. Email and IP addesses, usernames, dates of birth and salted MD5 hashes were all exposed in the breach. The data was provided with support from dehashed.com.;16.07.19 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Unknown;Strong;Unknown;Network;HIBP;1;0;1
hibp-2024-10-15-FlatEarthDave-flatearthdave.com-Flat Earth Sun, Moon and Zodiac App;FlatEarthDave;In October 2024, the flat earth sun, moon and zodiac app created by Flat Earth Dave was found to be leaking extensive personal information of its users. The data included 33k unique email addresses along with usernames, latitudes and longitudes (their position on the globe) and passwords stored in plain text. A small number of profiles also contained names, dates of birth and genders.;15.10.24 00:00;Non-EU;Linkability, Identifiability;0;1;0;Unknown;Unknown;;Unknown;Network;HIBP;1;0;0
hibp-2021-12-23-FlexBooker-flexbooker.com-FlexBooker;FlexBooker;In December 2021, the online booking service FlexBooker suffered a data breach that exposed 3.7 million accounts. The data included email addresses, names, phone numbers and for a small number of accounts, password hashes and partial credit card data. FlexBooker has identified the breach as originating from a compromised account within their AWS infrastructure. The data was found being actively traded on a popular hacking forum.;23.12.21 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Drive-by Compromise;Weak;Profit-Oriented;Network;HIBP;1;0;0
hibp-2024-11-18-FlipaClip-flipaclip.com-FlipaClip;FlipaClip;In November 2024, the animation app FlipaClip suffered a data breach that exposed almost 900k records due to an exposed Firebase server. The impacted data included name, email address, country and date of birth. FlipaClip advised the issue has since been rectified.;18.11.24 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Unknown;Unknown;Unknown;Hardware;HIBP;0;0;0
hibp-2024-07-04-RobloxDeveloperConference2024-fntech.com-FNTECH;RobloxDeveloperConference2024;In July 2024, the events management platform FNTECH suffered a data breach that exposed 10k unique email addresses. The data contained registrants from various events, including participants of the Roblox Developer Conference registration list. The data also included names and IP addresses.;04.07.24 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2018-12-01-Fotolog-fotolog.com-Fotolog;Fotolog;In December 2018, the photo sharing social network Fotolog suffered a data breach that exposed 16.7 million unique email addresses. The data also included usernames and unsalted SHA-256 password hashes. The site was dissolved the following year and repurposed as a news website based in Brcko, Bosnia and Herzegovina.;01.12.18 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Unknown;Strong;Challenge/Fun;Network;HIBP;1;0;1
hibp-2025-01-16-FrameAndOptic-frameandoptic.com-Frame & Optic;FrameAndOptic;In January 2025, the eyewear seller Frame & Optic suffered a data breach. The incident exposed almost 16k unique email addresses along with names, phone numbers and geolocation data including country, state and postcode.;16.01.25 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2024-10-17-FreeMobile-free.fr-Free;FreeMobile;"In October 2024, French ISP ""Free"" suffered a data breach which was subsequently posted for sale and later, leaked publicly. The data included 14M unique email addresses along with names, physical addresses, phone numbers, genders, dates of birth and for many records, IBAN bank account numbers. Free advised that the numbers were ""not enough to make a direct debit from a bank"".";17.10.24 00:00;EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2024-09-25-FrenchCitizens--French Citizens;FrenchCitizens;In September 2024, over 90M rows of data on French Citizens was found left exposed in a publicly facing database. Compiled from various data breaches, the corpus contained 28M unique email addresses with the various source breaches each exposing different fields including name, physical and IP address, phone number and partial credit card data including payment type and last 4 digits.;25.09.24 00:00;Non-EU;Linkability, Identifiability, Detectability;0;2;0;Extern (Intentional);Unknown;Unknown;Profit-Oriented;Software, Services, Systems;HIBP;1;0;0
hibp-2021-02-26-Gab-gab.com-Gab;Gab;In February 2021, the alt-tech social network service Gab suffered a data breach. The incident exposed almost 70GB of data including 4M user accounts, a small number of private chat logs and a list of public groups and public posts made to the service. Only a small number of accounts included email addresses and / or passwords stored as bcrypt hashes with a total of 66.5k unique email addresses being exposed across the corpus of data.;26.02.21 00:00;Non-EU;Linkability, Identifiability, Disclosure of information, Non-compliance;0;1;1;Extern (Intentional);Unknown;Strong;Unknown;Network;HIBP;1;0;1
hibp-2020-09-21-GamesBox-gamesbox.com-Games Box;GamesBox;In September 2020, now defunct website Games Box suffered a data breach that was later redistributed as part of a larger corpus of data. The impacted data included 1.4M email addresses alongside usernames, genders, ages and passwords stored as either a hash or plain text.;21.09.20 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Unknown;;Challenge/Fun;Network;HIBP;1;0;0
hibp-2019-02-24-GameSalad-gamesalad.com-GameSalad;GameSalad;In February 2019, the education and game creation website Game Salad suffered a data breach. The incident impacted 1.5M accounts and exposed email addresses, usernames, IP addresses and passwords stored as SHA-256 hashes.;24.02.19 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Unknown;Strong;Unknown;Network;HIBP;1;0;1
hibp-2019-12-17-GameSprite-gamesprite.me-GameSprite;GameSprite;In December 2019, the now defunct gaming platform GameSprite suffered a data breach that exposed over 6M unique email addresses. The impacted data also included usernames, IP addresses and salted MD5 password hashes.;17.12.19 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Unknown;Strong;Challenge/Fun;Network;HIBP;1;0;1
hibp-2020-12-02-GamingMonk-gamingmonk.com-GamingMonk;GamingMonk;"In December 2020, India's ""largest esports community"" GamingMonk (since acquired by and redirected to MPL Esports), suffered a data breach. The incident exposed 655k unique email addresses along with names, usernames, phone numbers, dates of birth and bcrypt password hashes.";02.12.20 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Content Injection;Strong;Unknown;Network;HIBP;1;0;0
hibp-2019-06-04-GateHub-gatehub.net-GateHub;GateHub;In October 2019, 1.4M accounts from the cryptocurrency wallet service GateHub were posted to a popular hacking forum. GateHub had previously acknowledged a data breach in June, albeit with a smaller number of impacted accounts. Data from the breach included email addresses, mnemonic phrases, encrypted master keys, encrypted recovery keys and passwords stored as bcrypt hashes.;04.06.19 00:00;Non-EU;Linkability, Identifiability, Detectability;0;1;0;Extern (Intentional);Unknown;Strong;Unknown;Network;HIBP;1;0;1
hibp-2022-12-13-Gemini-gemini.com-Gemini;Gemini;In late 2022, a hacker posted a data set to a public hacking forum which they alleged was sourced from the Gemini crypto exchange, a claim that was later proven to be false as the data was traced back to an incident at a third-party vendor. The source of the breach was later established as being Twilio, who processed the data of some Gemini customers using their Authy service for 2FA. Twilio described the incident as stemming from a sophisticated social engineering attack designed to steal employee credentials.;13.12.22 00:00;Non-EU;Linkability;0;1;0;Extern (Intentional);Phishing;Unknown;Unknown;Network;HIBP;0;0;0
hibp-2021-02-18-Gemplex-gemplex.tv-Gemplex;Gemplex;In February 2021, the Indian streaming platform Gemplex suffered a data breach that exposed 4.6M user accounts. The impacted data included device information, names, phone numbers, email addresses and bcrypt password hashes.;18.02.21 00:00;Non-EU;Linkability, Identifiability, Detectability;0;2;0;Extern (Intentional);Unknown;Strong;Unknown;Unknown;HIBP;1;0;0
hibp-2023-04-05-GenesisMarket-genesis.market-Genesis Market;GenesisMarket;"In April 2023, the stolen identity marketplace Genesis Market was shut down by the FBI and a coalition of law enforcement agencies across the globe in ""Operation Cookie Monster"". The service traded in ""browser fingerprints"" which enabled criminals to impersonate victims and access their online services. As many of the impacted accounts did not include email addresses, ""8M"" is merely an approximation intended to indicate scale. Other personal data compromised by the service included names, addresses and credit card information, although not all individuals had each of these fields exposed.";05.04.23 00:00;Non-EU;Linkability, Identifiability, Disclosure of information, Non-compliance;2;2;2;Extern (Intentional);Unknown;Unknown;Profit-Oriented;Network;HIBP;1;0;1
hibp-2020-10-02-GeniusU-geniusu.com-GeniusU;GeniusU;"In November 2020, a collection of data breaches were made public including the ""Entrepreneur Success Platform"", GeniusU. Dating back to the previous month, the data included 1.3M names, email and IP addresses, genders, links to social media profiles and passwords stored as bcrypt hashes. The data was provided to HIBP by dehashed.com.";02.10.20 00:00;Non-EU;Linkability, Identifiability;0;2;0;Extern (Intentional);Unknown;Strong;Unknown;Software, Services, Systems;HIBP;1;0;1
hibp-2025-03-27-GermanDonerKebab-germandonerkebab.com-German Doner Kebab;GermanDonerKebab;In March 2025, data allegedly sourced from German Doner Kebab was published on a popular hacking forum. The data included 162k unique email addresses alongside names, phone numbers and physical addresses. German Doner Kebab subsequently sent a disclosure notice to impacted individuals.;27.03.25 00:00;Non-EU;Linkability, Identifiability;0;2;0;Unknown;Unknown;Unknown;Unknown;Network;HIBP;1;0;0
hibp-2022-09-09-GetRevengeOnYourEx-getrevengeonyourex.com-Get Revenge On Your Ex;GetRevengeOnYourEx;In September 2022, the revenge website Get Revenge On Your Ex suffered a data breach that exposed almost 80k unique email addresses. The data spanned both customers and victims including names, IP and physical addresses, phone numbers, purchase histories and plain text passwords. The data was subsequently shared on a public hacking forum, Get Revenge On Your Ex did not reply when contacted.;09.09.22 00:00;Non-EU;Linkability, Identifiability, Disclosure of information, Non-compliance;0;2;2;Extern (Intentional);Unknown;;Unknown;Network;HIBP;1;0;1
hibp-2022-08-11-GGCorp-ggcorp.me-GGCorp;GGCorp;In August 2022, the MMORPG website GGCorp suffered a data breach that exposed almost 2.4M unique email addresses. The data also included IP addresses, usernames and MD5 password hashes.;11.08.22 00:00;Non-EU;Linkability, Identifiability;0;1;0;Extern (Intentional);Unknown;Weak;Unknown;Network;HIBP;1;0;0
